query_country_code,venue_id,venue_key,venue_name,venue_url,venue_image_url,postal_code,city,admin_area,admin_area_code,country,country_code,address_line_1,address_line_2,latitude,longitude,parking_detail,accessible_seating_detail,box_office_phone,box_office_hours,accepted_payment_detail,will_call_detail,general_rule,child_rule,venue_upcoming_events
MX,KovZpZA77t6A,MX|KovZpZA77t6A,Palacio de los Deportes,https://www.ticketmaster.com.mx/palacio-de-los-deportes-tickets-ciudad-de-mexico/venue/163842,https://s1.ticketm.net/dbimages/21945v.jpg,08400,Ciudad de México,Ciudad de México,CDMX,Mexico,MX,Av. Río Churubusco y Añil s/n Col. Granjas México,,19.40154080,-99.09806060,El estacionamiento está dentro del Palacio de los Deportes,"Las areas para personas con capacidades diferentes se encuentran en el nivel ""A"". Los boletos se pueden adquirir tanto en el 53259000 como en taquillas",(55) 52379999 ext. 71008,De martes a sábado de 11:00 a 17:00 hrs.,Efectivo y tarjeta de crédito,El Will Call se entrega un día después de realizada la compra y hasta 48 hrs antes del evento.,No cámaras de video ni cámaras fotográficas profesionales.,"Niños mayores de 3 años pagan boleto a menos que se trate de un evento infantil, en tal caso pagan boleto a partir de 1 año.",57
MX,KovZpZA6El6A,MX|KovZpZA6El6A,Arena VFG,https://www.ticketmaster.com.mx/arena-vfg-tickets-tlajomulco-de-zuniga/venue/500060,https://s1.ticketm.net/dbimages/7026v.jpg,44630,Tlajomulco de Zuñiga,Jalisco,JAL,Mexico,MX,"Rancho Los 3 Potrillos, Km 20 carretera a Chapala",,20.467193,-103.263489,Cuenta con estacionamiento propio,Si cuenta con lugares para discapacitados,01 (55) 5237 9999,Únicamente día de evento a partir de las 10:00 am,"Tarjetas de crédito, débito y efectivo (Para pagos con tarjeta es indispensable presentar Credencial IFE/INE, Pasaporte o Cédula Profesional como identificación)",Will Call: Dos horas antes del evento,,,7
MX,KovZpZAd1IaA,MX|KovZpZAd1IaA,Estadio GNP Seguros,https://www.ticketmaster.com.mx/estadio-gnp-seguros-tickets-ciudad-de-mexico/venue/163903,https://s1.ticketm.net/dbimages/24909v.jpg,08400,Ciudad de México,Ciudad de México,CDMX,Mexico,MX,Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,,19.405199,-99.095618,"El Estadio GNP Seguros cuenta con diferentes categorías de estacionamiento para que disfrutes de tu visita con la mayor comodidad. Las categorías General, Preferente y Premium ingresan al estacionamiento por la Puerta 15. El VIP tiene acceso exclusivo por la Puerta 7. Los boletos de estacionamiento para cada categoría están disponibles en precompra a través de la plataforma ticketmaster.com.mx. Asegúrate de realizar la compra anticipada para garantizar tu lugar. Link: https://www.ticketmaster.com.mx/estacionat-estacionamiento-mexico-boletos/artist/3370999 Sujeto a disponibilidad.",Se tiene un área especial asignada en pista para dar el servicio. El personal de atención especial se encuentra ubicado debajo de Grada 2 (Puerta 6 de Ciudad Deportiva Magdalena Mixihuca) y en Tubular sur (Puerta 15 de Ciudad Deportiva Magdalena Mixhuca).,,Únicamente el día del evento.,"Efectivo, tarjetas de crédito y débito",,"No se permite el acceso con cámaras de video, cámaras fotográficas profesionales, alimentos y bebidas, mascotas, armas, paraguas, mochilas.",Dependiendo del evento. Niños pagan a partir de 3 años.,37
MX,KovZ917AOhe,MX|KovZ917AOhe,Estadio Alfredo Harp Helú,https://www.ticketmaster.com.mx/estadio-alfredo-harp-helu-tickets-ciudad-de-mexico/venue/501530,https://s1.ticketm.net/dbimages/22121v.jpg,08010,Ciudad de México,Ciudad de México,CDMX,Mexico,MX,Av. Rio Churubusco 1001,Delegación Iztacalco,19.403697,-99.08536,"El Estadio cuenta con estacionamiento subterráneo con capacidad limitada, favor de tomar sus previsiones.",El Estadio cuenta con zonas para sillas de ruedas en la Platea Baja,,Lunes a domingo de 10:00 a 18:00 hrs,"Se acepta efectivo y cualquier tarjeta de crédito y/o débito presentando una identificación oficial vigente ( IFE / INE, Cédula Profesional o Pasaporte)","Se entrega will call en las taquillas presentando número de referencia, tarjeta con la que se realizó la compra e identificación oficial vigente hasta 1 hr y media después de comenzar cada partido","Queda estrictamente prohibido el ingreso al Estadio con armas, drogas, artículos punzo-cortantes, mascotas, inflables, aparatos electrónicos, apuntadores laser, alimentos, bebidas, hieleras, botellas, latas, aerosoles, discos voladores, frisbess, patines, scooters, pancartas o mantas cuyos impresos sean discriminatorios, contengan propaganda política o inciten a la violencia, rollos de papel, papel picado, explosivos y/o artículos de pirotecnia que puedan poner en riesgo la integridad de los asistentes. Cualquier otro artículo no mencionado será evaluado por el personal de seguridad a fin de determinar si puede ingresar o no al estadio.",Niños mayores de 3 años pagan boleto completo acompañados por un adulto.,7
MX,KovZpZAJna7A,MX|KovZpZAJna7A,Estadio Borregos,https://www.ticketmaster.com.mx/estadio-borregos-tickets-monterrey/venue/500357,,64849,Monterrey,Nuevo León,NL,Mexico,MX,"Av. Ricardo Covarrubias No. 34, Col. Tecnologico",,25.65359730,-100.28543310,,,,,,,,,6
MX,KovZ917APKU,MX|KovZ917APKU,Baja Beach,https://www.ticketmaster.com.mx/baja-beach-tickets-rosarito/venue/501577,,22710,Rosarito,Baja California Norte,BC,Mexico,MX,Coronado 400,Playas Rosarito,32.52249900,-117.04662300,,,,,,,,,3
MX,KovZpZA6JnFA,MX|KovZpZA6JnFA,Coliseo GNP Seguros,https://www.ticketmaster.com.mx/coliseo-gnp-seguros-tickets-zapopan/venue/499778,,44630,Zapopan,Jalisco,JAL,Mexico,MX,"Av. Patria No. 1251, Col.Lomas del Valle",,20.693768,-103.416177,,No cuenta con area para discapacitados,3610 1834,Lunes a Sábado de 10:30 hrs. a 18:30 hrs.,Efectivo solamente.,Horario de Taquilla: Horario : Lunes A Domingo 10.00-18.00 Hrs. Dias De Evento Se Prolonga Hasta Las 22.00 Hrs. Will call el mismo día del evento Horario de Will Call: 2 horas antes del evento y media hora depués de ya haber iniciado el evento. Área de Will Call: por confirmar.,"No se permiten bebidas, ni alimentos. No hay límite de boletos vendidos en preferente y palcos, en general, sólo 2 boletos por persona. Las puertas del inmueble se abren una hora antes de iniciar el evento.","3 años en adelante, acompañados de un adulto.",5
MX,KovZpZA6I7FA,MX|KovZpZA6I7FA,Auditorio Telmex,https://www.ticketmaster.com.mx/auditorio-telmex-tickets-zapopan/venue/164460,https://s1.ticketm.net/dbimages/21954v.jpg,45192,Zapopan,Jalisco,JAL,Mexico,MX,"Obreros de Cananea # 747, Col. Villas de los Belenes",,20.73324,-103.38112,Cuenta con estacionamiento propio con un costo de $65 pesos,Si cuenta con lugares especiales y se pueden adquirir en taquilla del inmueble a un precio especial,01(333) 38183802,,"tarjetas de crédito, debito y efectivo",De lunes a viernes de 10:00am a 8:00pm Sábados de 11:00am a 7:00pm Ya abrimos los Domingos y el horario es de 11:00 am a 7:00 pm. Pueden recoger will call en taquilla hasta 2 horas antes del evento.,"No acceso a cámaras fotográficas ni de video. El foro cuenta con límite de acceso en TODOS sus eventos, en caso de llegar después de iniciado el espectáculo no se podrá Ingresar al recinto sino hasta el Intermedio.","Sólo entran mayores de 3 años pagando boleto de Adulto, menores no entran",51
MX,KovZpZAJt1kA,MX|KovZpZAJt1kA,Auditorio Banamex,https://www.ticketmaster.com.mx/auditorio-banamex-tickets-monterrey/venue/163889,https://s1.ticketm.net/dbimages/24309v.png,64010,Monterrey,Nuevo León,NL,Mexico,MX,Privada Fundidora s/n Col. Obrera,,25.67765795,-100.28085777,"Estacionamiento E10 ubicado frente al hotel Holiday Inn Fundidora, Estacionamiento en el interior del Parque Fundidora sobre Av. Madero, Accesos puerta 5 y 6",2 zonas de discapacitados ubicadas en zona Beyond,83699199,"Lunes a Sábado, de 10:00 a 18:00 hrs.","Efectivo, tarjeta de crédito y débito","Las cuentas que no se recojan 48 horas antes del evento serán canceladas, con excepción de las CUENTAS FORÁNEAS las cuales se podrán recoger en Centros Ticketmaster Autorizados 24 horas después de efectuada la compra y hasta el mismo día del evento en las taquillas del inmueble desde 2 horas antes de que inicie el evento hasta 45 minutos antes de que inicie el espectáculo. Requisitos para recoger WILL CALL Número de confirmación (proporcionado al finalizar la compra) Identificación Oficial (Únicamente credencial del IFE, cartilla, pasaporte o cédula profesional) La tarjeta de crédito con la que se realizó la compra. (Tamaño estándar, no se reciben tarjetas mini) Si realizas la compra el mismo día del evento, puedes recoger tus boletos en las taquillas donde se llevará a cabo el evento, desde 2 horas antes y hasta 45 minutos antes del evento.",No se permite el uso de cámaras fotográficas profesionales y de video No se permite el ingreso con Armas No se permite el ingreso con Alimentos y Bebidas No se permite Fumar dentro del Inmueble No se permite el ingreso con Lasser Points No se permite el ingreso con Mochilas No se permite el ingreso con Mascotas No se permite el ingreso con paraguas No se permite el ingreso en estado inconveniente,A partir de 3 años en adelante pagan boleto a excepción de los eventos infantiles,28
MX,KovZpZAJllnA,MX|KovZpZAJllnA,Pepsi Center,https://www.ticketmaster.com.mx/pepsi-center-tickets-mexico/venue/164952,https://s1.ticketm.net/dbimages/23829v.jpg,03810,México,Ciudad de México,CDMX,Mexico,MX,"Dakota S/N, Colonia Nápoles",Del. Benito Juárez,19.39340970,-99.17581180,,,,,,,,,29
MX,ZFr9jZ1eFv,MX|ZFr9jZ1eFv,Arena Monterrey,,,64000,Monterrey,Nuevo Le??n,NLE,Mexico,MX,Av Colon 1050,,0,0,,,,,,,,,2
MX,KovZpZA6IedA,MX|KovZpZA6IedA,Teatro Estudio Cavaret,https://www.ticketmaster.com.mx/teatro-estudio-cavaret-tickets-zapopan/venue/500143,https://s1.ticketm.net/dbimages/24392v.jpg,44630,Zapopan,Jalisco,JAL,Mexico,MX,Av. Parres Arias esquina Periférico Frente a Belenes,,20.736739,-103.378417,,"Por el momento no cuenta con servicio de asientos para discapacitados, pero esta contemplado crear espacios para su facil acceso y desplazamiento.",(0133) 30555122 / 30552127 ext. 102,Un dia antes de evento de preventa de 4:00 pm a 9:00 pm el dia del evento de 4:00 pm a 11:00 pm dependiendo el evento.,"tarjeta de credito, debito y efectivo",Will Call: 2 horas antes del evento,,De 3 años en adelante ingresan pagando su boleto,9
MX,KovZpZA6JlaA,MX|KovZpZA6JlaA,Autodromo Hnos. Rodriguez,https://www.ticketmaster.com.mx/autodromo-hnos-rodriguez-tickets-mexico/venue/163973,https://s1.ticketm.net/dbimages/22010v.jpg,08400,México,Ciudad de México,CDMX,Mexico,MX,Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,Del. Iztacalco,19.402829,-99.089247,Se recomienda utilizar transporte,,(55) 52379999 ext. 71293,Solo día del evento,"Efectivo, Tarjetas de Crédito y Débito","Deberás recoger tus boletos Will Call o imprimir tus boletos Ticketfast hasta 48 horas antes del evento, de lo contrario tus boletos podrán ser cancelados",,Pagan a partir de los cuatro años para Formula 1 Gran Premio de la Ciudad de México,57
MX,KovZpZAIln6A,MX|KovZpZAIln6A,Escenario GNP Seguros,https://www.ticketmaster.com.mx/escenario-gnp-seguros-tickets-monterrey/venue/165429,https://s1.ticketm.net/dbimages/22949v.png,64000,Monterrey,Nuevo León,NL,Mexico,MX,Av. Benito Juárez No. 1002,Col. Centro,25.666135,-100.316726,"Contamos con 2,500 cajones de estacionamiento dentro de Escenario GNP Seguros a un costo de $50 pesos y mas de 1,200 cajones en estacionamientos alternos a 250 metros a la redonda.",Disponibles a la venta en Taquilla del Escenario GNP Seguros.,21335630,Lunes a Viernes de 11:00 a 20:00 Sabados y Domingos 11:00 a 18:00,,Will Call No disponible el dia del evento en taquilla.,,A partir de 3 a�os en adelante pagan boleto a excepcion de los eventos infantiles.,37
MX,KovZpZAEeI7A,MX|KovZpZAEeI7A,Estadio BBVA,https://www.ticketmaster.com.mx/estadio-bbva-tickets-guadalupe/venue/501176,https://s1.ticketm.net/dbimages/21960v.jpg,67140,Guadalupe,Nuevo León,NL,Mexico,MX,Av. Pablo Livas No. 2011,Col. La Pastora,25.669187,-100.24442,,,,,,,,,4
MX,KovZpZA6JneA,MX|KovZpZA6JneA,Monumental Plaza De Toros México,https://www.ticketmaster.com.mx/monumental-plaza-de-toros-mexico-tickets-mexico/venue/499745,,07810,México,Ciudad de México,CDMX,Mexico,MX,Augusto Rodin #241 Col. Ciudad de los Deportes,Del. Benito Juárez,19.382954,-99.180087,"No tiene, se usan calles aledañas",Preguntar en taquillas del inmueble,,,Efectivo,"Taquillas del inmueble, Will Call el día del evento a partir de las 15:00 hrs.",No acceso con alimentos y bebidas,A partir de 3 años pagan boleto.,2
MX,KovZ917ARPn,MX|KovZ917ARPn,Velodromo,https://www.ticketmaster.com.mx/velodromo-tickets-ciudad-de-mexico/venue/501681,,15900,Ciudad de México,Ciudad de México,CDMX,Mexico,MX,"Col. Jardín Balbuena, Alc. Venustiano Carranza",,19.40984039,-99.10364330,,,,,,,,,2
MX,KovZpZA6IatA,MX|KovZpZA6IatA,Campo Marte,https://www.ticketmaster.com.mx/campo-marte-tickets-mexico/venue/164876,,11560,México,Ciudad de México,CDMX,Mexico,MX,Paseo de la Reforma s/n. Col.Bosque de Chapultepec,Del.Miguel Hidalgo,19.425503,-99.19717,,,,,,,,,66
MX,KovZpZAJIAIA,MX|KovZpZAJIAIA,Foro Puebla,https://www.ticketmaster.com.mx/foro-puebla-tickets-mexico/venue/501142,https://s1.ticketm.net/dbimages/25009v.jpg,06700,Mexico,Ciudad de México,CDMX,Mexico,MX,Puebla No 186 esq. Insurgentes ,Col. Roma Norte,19.422158,-99.164129,,,,,,,,,8
MX,KovZpZA6JttA,MX|KovZpZA6JttA,Teatro Metropolitan,https://www.ticketmaster.com.mx/teatro-metropolitan-tickets-mexico/venue/163843,https://s1.ticketm.net/dbimages/7090v.jpg,06050,México,Ciudad de México,CDMX,Mexico,MX,"Independencia #90 Col. Centro, entre las calles de Balderas",Del. Cuauhtémoc,19.433457,-99.146811,,Zona B4. (planta baja),(55) 55101035 ext. 2131 y 2133,Martes a Sábado de 11:00 a 17:00 hrs.,Efectivo y tarjetas de crédito.,El área de Will Call se encuentra en la taquilla principal desde realizada la compra y hasta 45 minutos antes del evento.,"Está prohibido introducir cámaras de video, fotográficas y grabadoras así como ingresar con alimentos, bebidas y mochilas","Los niños mayores de tres años pagan boleto, dependiendo del evento.",73
MX,KovZpZA6EklA,MX|KovZpZA6EklA,Nenue test MTY,https://www.ticketmaster.com.mx/nenue-test-mty-tickets-los-angeles/venue/163887,,90028,Los Angeles,Nuevo León,NL,Mexico,MX,,,,,,,,,,,,,2
MX,KovZpZA7AJ6A,MX|KovZpZA7AJ6A,La Maraka,https://www.ticketmaster.com.mx/la-maraka-tickets-mexico/venue/499942,https://s1.ticketm.net/dbimages/22418v.jpg,03600,México,Ciudad de México,CDMX,Mexico,MX,"Mitla #410 esq. Eje 5 Sur Eugenia, Col. Narvarte",Del. Benito Juárez,19.38651080,-99.16317750,,,,,,,,,37
MX,KovZpZAJtkJA,MX|KovZpZAJtkJA,Pabellón del Palacio de los Deportes,https://www.ticketmaster.com.mx/pabellon-del-palacio-de-los-deportes-tickets-mexico/venue/163953,,08400,México,Ciudad de México,CDMX,Mexico,MX,Av. Río Churubusco y Añil s/n Col. Granjas México,Iztacalaco,19.40154080,-99.09806060,Estacionamiento: $80.00 Acceso por puerta 5 Y 6 Esta a la venta únicamente por Centros Ticketmaster y Taquilla,Cuenta con zonas y en su caso si existe algún procedimiento,5237-9999,"Taquilla puerta 7 Palacio de los deportes de 10:00 a 18:00 Hrs., Los días del evento Funcionaran las taquillas de puerta 5 y puerta 7 de palacio de los deportes de 10:00 a 22:00 Hrs.","Tarjeta de crédito, Debito y efectivo",Los días de evento de 10:00 a 22:00 Hrs. En ambas taquillas,No cámaras de video y fotográficas.,No ingreso a menores de edad,11
MX,KovZpZA6EtdA,MX|KovZpZA6EtdA,El Lunario del Auditorio Nacional,https://www.ticketmaster.com.mx/el-lunario-del-auditorio-nacional-tickets-ciudad-de-mexico/venue/499923,https://s1.ticketm.net/dbimages/21964v.jpg,11560,Ciudad de México,Ciudad de México,CDMX,Mexico,MX,Costado poniente del Auditorio Nacional frente al Campo,"Marte,Col. Polanco V Sección, Del. Miguel Hidalgo",19.424682,-99.1954,Estacionamiento del Auditorio Nacional,,52-80-92-50 EXT. 365,"De lunes a sábado 10:00 a 19:00 hrs, domingos y días festivos 11:00 a 18:00 hrs.",Efectivo y todas las tarjetas (también de débito),"El mismo dia del evento en las Taquillas del Lunario, antes en las taquillas del Auditorio.",,La venta de boletos es a partir de los 18 años. No se permite el acceso a menores de edad.,53
MX,KovZ917AVGy,MX|KovZ917AVGy,Foro Stelaris Fiesta Americana Reforma,https://www.ticketmaster.com.mx/foro-stelaris-fiesta-americana-reforma-tickets-ciudad-de-mexico/venue/501719,https://s1.ticketm.net/dbimages/26319v.jpg,06600,Ciudad de México,Ciudad de México,CDMX,Mexico,MX,"Av. P. de la Reforma 80-Piso 25, Juárez, Cuauhtémoc",,19.43219600,-99.15473940,,,,,,,,,12
MX,KovZ917A8z0,MX|KovZ917A8z0,Foro Red Access,https://www.ticketmaster.com.mx/foro-red-access-tickets-mexico/venue/501376,,04100,México,Ciudad de México,CDMX,Mexico,MX,Avenida Centenario 159,Colonia Del Carmen,19.35677,-99.163341,,,,,,,,,60
MX,KovZpZAEvelA,MX|KovZpZAEvelA,Foro Corona Monterrey,https://www.ticketmaster.com.mx/foro-corona-monterrey-tickets-col-centro-monterrey/venue/500928,https://s1.ticketm.net/dbimages/26189v.jpg,64000,Col. Centro Monterrey,Nuevo León,NL,Mexico,MX,Av. Constitucion,Entre Juarez y Garibaldi.,25.66646204,-100.31681661,"Contamos con 2,500 cajones de estacionamiento dentro de Pabellón M a un costo de $50 pesos y más de 1,200 cajones en estacionamientos alternos a 250 metros a la redonda.",Disponibles a la venta en Taquilla del Foro Tims,NA,De Lunes a Sábado 11 a 4 y de 5 a 8 pm,,Will Call Sí No disponible el día del evento en taquilla.,,,29
MX,KovZpZAd1taA,MX|KovZpZAd1taA,Teatro Benito Juárez,https://www.ticketmaster.com.mx/teatro-benito-juarez-tickets-mexico/venue/500026,https://s1.ticketm.net/dbimages/22639v.jpg,08400,México,Ciudad de México,CDMX,Mexico,MX,"Villalongin No. 15, Col. Cuauhtémoc",,19.43204,-99.160816,"No tiene, tampoco Valet Parking",No esta acondicionado para discapacitados,,"Martes a viernes de 15:00 a 19:00 horas, sábados de 11:00 a 14:00 y de 16:00 a 19:00 , domingos de 11:00 a 14:00 y de 15:00 a 18:00 horas.","Efectivo y tarjetas de crédito o débito con identificación oficial vigente, a excepción de American Express.",La taquilla se ubica a un costado de la entrada principal del Teatro. El Will Call se puede recoger desde realizada la compra y hasta 2 hrs. antes del evento en Centros Autorizados Ticketmaster y en la taquilla hasta 15 minutos antes del evento cubriendo los requisitos solicitados en Ticketmaster.,No se permiten alimentos dentro de la sala. Por disposición oficial no se permite fumar dentro de los Teatros.,Pagan a partir de 3 años y el acceso dependerá de la obra que se esté presentando.,44
